Aruba,2020-03-13,2,0,18.733,0,,
Aruba,2020-03-20,2,0,18.733,0,,
Aruba,2020-03-24,8,0,74.93,0,,
Aruba,2020-03-25,5,0,46.831,0,,
Aruba,2020-03-26,2,0,18.733,0,,
Aruba,2020-03-27,9,0,84.296,0,,
Aruba,2020-03-28,0,0,0,0,,
Aruba,2020-03-29,0,0,0,0,,
Aruba,2020-03-30,22,0,206.058,0,,
Aruba,2020-04-01,5,0,46.831,0,,
Aruba,2020-04-02,0,0,0,0,,
Aruba,2020-04-03,5,0,46.831,0,,
Aruba,2020-04-04,2,0,18.733,0,,
Aruba,2020-04-05,2,0,18.733,0,,
Aruba,2020-04-06,0,0,0,0,,
Aruba,2020-04-07,7,0,65.564,0,,
Aruba,2020-04-08,3,0,28.099,0,,
Aruba,2020-04-09,3,0,28.099,0,,
Aruba,2020-04-10,5,0,46.831,0,,
Aruba,2020-04-11,4,0,37.465,0,,
Aruba,2020-04-12,6,0,56.198,0,,
Aruba,2020-04-13,0,0,0,0,,
Aruba,2020-04-14,0,0,0,0,,
Aruba,2020-04-15,0,0,0,0,,
Aruba,2020-04-16,1,1,9.366,9.366,,
Aruba,2020-04-17,2,0,18.733,0,,
Aruba,2020-04-18,1,1,9.366,9.366,,
Aruba,2020-04-19,0,0,0,0,,
Aruba,2020-04-20,1,0,9.366,0,,
Aruba,2020-04-21,0,0,0,0,,
Aruba,2020-04-22,0,0,0,0,,
Aruba,2020-04-23,3,0,28.099,0,,
Aruba,2020-04-24,0,0,0,0,,
Aruba,2020-04-25,0,0,0,0,,
Aruba,2020-04-26,0,0,0,0,,
Aruba,2020-04-27,0,0,0,0,,
Aruba,2020-04-28,0,0,0,0,,
Aruba,2020-04-29,0,0,0,0,,
Aruba,2020-04-30,0,0,0,0,,
Aruba,2020-05-01,0,0,0,0,,
Aruba,2020-05-02,0,0,0,0,,
Aruba,2020-05-03,0,0,0,0,,
Aruba,2020-05-04,0,0,0,0,,
Aruba,2020-05-05,0,0,0,0,,
Aruba,2020-05-06,0,0,0,0,,
Aruba,2020-05-07,1,0,9.366,0,,
Aruba,2020-05-08,0,1,0,9.366,,
Aruba,2020-05-09,0,0,0,0,,
Aruba,2020-05-10,0,0,0,0,,
Aruba,2020-05-11,0,0,0,0,,
Aruba,2020-05-12,0,0,0,0,,
Aruba,2020-05-13,0,0,0,0,,
Aruba,2020-05-14,0,0,0,0,,
Aruba,2020-05-15,0,0,0,0,,
Aruba,2020-05-16,0,0,0,0,,
Aruba,2020-05-17,0,0,0,0,,
Aruba,2020-05-18,0,0,0,0,,
Aruba,2020-05-19,0,0,0,0,,
Aruba,2020-05-20,0,0,0,0,,
Aruba,2020-05-21,0,0,0,0,,
Aruba,2020-05-22,0,0,0,0,,
Aruba,2020-05-23,0,0,0,0,,
Aruba,2020-05-24,0,0,0,0,,
Aruba,2020-05-25,0,0,0,0,,
Aruba,2020-05-26,0,0,0,0,,
Aruba,2020-05-27,0,0,0,0,,
Aruba,2020-05-28,0,0,0,0,,
Aruba,2020-05-29,0,0,0,0,,
Aruba,2020-05-30,0,0,0,0,,
Aruba,2020-05-31,0,0,0,0,,
Aruba,2020-06-01,0,0,0,0,,
Aruba,2020-06-02,0,0,0,0,,
Afghanistan,2019-12-31,0,0,0,0,,
Afghanistan,2020-01-01,0,0,0,0,,
Afghanistan,2020-01-02,0,0,0,0,,
Afghanistan,2020-01-03,0,0,0,0,,
Afghanistan,2020-01-04,0,0,0,0,,
Afghanistan,2020-01-05,0,0,0,0,,
Afghanistan,2020-01-06,0,0,0,0,,
Afghanistan,2020-01-07,0,0,0,0,,
Afghanistan,2020-01-08,0,0,0,0,,
Afghanistan,2020-01-09,0,0,0,0,,
Afghanistan,2020-01-10,0,0,0,0,,
Afghanistan,2020-01-11,0,0,0,0,,
Afghanistan,2020-01-12,0,0,0,0,,
Afghanistan,2020-01-13,0,0,0,0,,
Afghanistan,2020-01-14,0,0,0,0,,
Afghanistan,2020-01-15,0,0,0,0,,
Afghanistan,2020-01-16,0,0,0,0,,
Afghanistan,2020-01-17,0,0,0,0,,
Afghanistan,2020-01-18,0,0,0,0,,
Afghanistan,2020-01-19,0,0,0,0,,
Afghanistan,2020-01-20,0,0,0,0,,
Afghanistan,2020-01-21,0,0,0,0,,
Afghanistan,2020-01-22,0,0,0,0,,
Afghanistan,2020-01-23,0,0,0,0,,
Afghanistan,2020-01-24,0,0,0,0,,
Afghanistan,2020-01-25,0,0,0,0,,
Afghanistan,2020-01-26,0,0,0,0,,
Afghanistan,2020-01-27,0,0,0,0,,
Afghanistan,2020-01-28,0,0,0,0,,
Afghanistan,2020-01-29,0,0,0,0,,
Afghanistan,2020-01-30,0,0,0,0,,
Afghanistan,2020-01-31,0,0,0,0,,
Afghanistan,2020-02-01,0,0,0,0,,
Afghanistan,2020-02-02,0,0,0,0,,
Afghanistan,2020-02-03,0,0,0,0,,
Afghanistan,2020-02-04,0,0,0,0,,
Afghanistan,2020-02-05,0,0,0,0,,
Afghanistan,2020-02-06,0,0,0,0,,
Afghanistan,2020-02-07,0,0,0,0,,
Afghanistan,2020-02-08,0,0,0,0,,
Afghanistan,2020-02-09,0,0,0,0,,
Afghanistan,2020-02-10,0,0,0,0,,
Afghanistan,2020-02-11,0,0,0,0,,
Afghanistan,2020-02-12,0,0,0,0,,
Afghanistan,2020-02-13,0,0,0,0,,
Afghanistan,2020-02-14,0,0,0,0,,
Afghanistan,2020-02-15,0,0,0,0,,
Afghanistan,2020-02-16,0,0,0,0,,
Afghanistan,2020-02-17,0,0,0,0,,
Afghanistan,2020-02-18,0,0,0,0,,
Afghanistan,2020-02-19,0,0,0,0,,
Afghanistan,2020-02-20,0,0,0,0,,
Afghanistan,2020-02-21,0,0,0,0,,
Afghanistan,2020-02-22,0,0,0,0,,
Afghanistan,2020-02-23,0,0,0,0,,
Afghanistan,2020-02-24,0,0,0,0,,
Afghanistan,2020-02-25,1,0,0.026,0,,
Afghanistan,2020-02-26,0,0,0,0,,
Afghanistan,2020-02-27,0,0,0,0,,
Afghanistan,2020-02-28,0,0,0,0,,
Afghanistan,2020-02-29,0,0,0,0,,
Afghanistan,2020-03-01,0,0,0,0,,
Afghanistan,2020-03-02,0,0,0,0,,
Afghanistan,2020-03-08,3,0,0.077,0,,
Afghanistan,2020-03-11,3,0,0.077,0,,
Afghanistan,2020-03-15,3,0,0.077,0,,
Afghanistan,2020-03-16,6,0,0.154,0,,
Afghanistan,2020-03-17,5,0,0.128,0,,
Afghanistan,2020-03-18,1,0,0.026,0,,
Afghanistan,2020-03-19,0,0,0,0,,
Afghanistan,2020-03-20,0,0,0,0,,
Afghanistan,2020-03-21,2,0,0.051,0,,
Afghanistan,2020-03-22,0,0,0,0,,
Afghanistan,2020-03-23,10,0,0.257,0,,
Afghanistan,2020-03-24,6,1,0.154,0.026,,
Afghanistan,2020-03-25,2,0,0.051,0,,
Afghanistan,2020-03-26,33,0,0.848,0,,
Afghanistan,2020-03-27,0,0,0,0,,
Afghanistan,2020-03-28,16,1,0.411,0.026,,
Afghanistan,2020-03-29,15,1,0.385,0.026,,
Afghanistan,2020-03-30,8,1,0.206,0.026,,
Afghanistan,2020-03-31,27,0,0.694,0,,
Afghanistan,2020-04-01,25,0,0.642,0,,
Afghanistan,2020-04-02,26,0,0.668,0,,
Afghanistan,2020-04-03,43,0,1.105,0,,
Afghanistan,2020-04-04,0,0,0,0,,
Afghanistan,2020-04-05,35,1,0.899,0.026,,
Afghanistan,2020-04-06,29,2,0.745,0.051,,
Afghanistan,2020-04-07,38,0,0.976,0,,
Afghanistan,2020-04-08,30,4,0.771,0.103,,
Afghanistan,2020-04-09,56,3,1.439,0.077,,
Afghanistan,2020-04-10,61,1,1.567,0.026,,
Afghanistan,2020-04-11,37,0,0.95,0,,
Afghanistan,2020-04-12,34,3,0.873,0.077,,
Afghanistan,2020-04-13,52,0,1.336,0,,
Afghanistan,2020-04-14,58,3,1.49,0.077,,
Afghanistan,2020-04-15,49,2,1.259,0.051,,
Afghanistan,2020-04-16,70,2,1.798,0.051,,
Afghanistan,2020-04-17,10,4,0.257,0.103,,
Afghanistan,2020-04-18,51,1,1.31,0.026,,
Afghanistan,2020-04-19,63,0,1.618,0,,
Afghanistan,2020-04-20,88,3,2.261,0.077,,
